P_chamber_pascals,OF_ratio,Isp_s,Cstar_m_s
500000.0,5.242424242424242,274.8408426980224,1575.1838600773247
500000.0,5.383838383838384,276.1058985151973,1579.8892232032595
500000.0,5.525252525252525,277.27063190516947,1583.865257388117
500000.0,5.666666666666666,278.3410909555652,1587.1348693619975
500000.0,5.808080808080808,279.3225914917655,1589.722970435832
500000.0,5.949494949494949,280.2198537997728,1591.660340120399
500000.0,6.090909090909091,281.0371383919655,1592.9854609067163
500000.0,6.232323232323232,281.7783367565695,1593.7447579091236
500000.0,6.373737373737374,282.44702383251,1593.9910706402513
500000.0,6.515151515151515,283.0464836599741,1593.7807292543444
500000.0,6.656565656565657,283.5802579605956,1593.170654820054
500000.0,6.797979797979798,284.0497281581891,1592.216045987707
500000.0,6.9393939393939394,284.45812206246217,1590.9682322211618
500000.0,7.08080808080808,284.8075729859371,1589.4738251883193
500000.0,7.222222222222222,285.09992874567905,1587.7741051323492
500000.0,7.363636363636363,285.33674241743483,1585.9050512595784
500000.0,7.505050505050505,285.5192771457624,1583.8976167104008
500000.0,7.646464646464646,285.648495920934,1581.7782251049339
500000.0,7.787878787878787,285.7250619712569,1579.569303524275
500000.0,7.929292929292929,285.74931621929653,1577.2896151794785
500000.0,8.07070707070707,285.72126707632435,1574.955045268763
500000.0,8.212121212121211,285.64058193704994,1572.5788692585404
500000.0,8.353535353535353,285.5066377870252,1570.1721939886631
500000.0,8.494949494949495,285.32018881043166,1567.7442977523992
500000.0,8.636363636363637,285.081136287006,1565.302903689784
500000.0,8.777777777777779,284.7911294741993,1562.8545342390805
500000.0,8.919191919191919,284.4541766214844,1560.404423554647
500000.0,9.06060606060606,284.0765170310709,1557.9571440065592
500000.0,9.202020202020202,283.6654711044596,1555.516356700523
500000.0,9.343434343434343,283.2277599448728,1553.0851050322867
